Product_Name,Brand,Category,Usage_Frequency,Price_USD,Rating,Number_of_Reviews,Product_Size,Skin_Type,Gender_Target,Packaging_Type,Main_Ingredient,Cruelty_Free,Country_of_Origin
Divine Lip Liner,Glossier,Eyeliner,Monthly,86.73,3.4,4418,150ml,Oily,Male,Bottle,Vitamin C,TRUE,Japan
Super Cleanser,Make Up For Ever,Highlighter,Weekly,99.8,3.6,6163,50ml,Sensitive,Female,Tube,Shea Butter,FALSE,Australia
Divine Contour,Farsali,Mascara,Daily,104.85,3.7,748,100ml,Combination,Unisex,Jar,Vitamin C,TRUE,UK
Perfect Exfoliator,Sisley,Primer,Occasional,53.84,2.7,2514,150ml,Oily,Female,Stick,Salicylic Acid,TRUE,USA
Divine Makeup Remover,Kylie Cosmetics,Eye Shadow,Weekly,62.84,3.3,2050,30ml,Oily,Male,Tube,Salicylic Acid,TRUE,UK
Divine Moisturizer,Shiseido,Blush,Daily,94.46,4.8,2933,30ml,Combination,Unisex,Jar,Aloe Vera,TRUE,Australia
Magic Face Mask,Bourjois,Lip Gloss,Occasional,13.14,1.2,1925,100ml,Sensitive,Male,Spray,Aloe Vera,TRUE,Australia
Ultra Face Oil,Urban Decay,Foundation,Weekly,68.72,1.1,8180,150ml,Dry,Male,Compact,Hyaluronic Acid,FALSE,Japan
Perfect Lip Liner,Fenty Beauty,Contour,Weekly,37.31,4.2,3603,150ml,Sensitive,Female,Jar,Shea Butter,FALSE,France
Magic Face Oil,Patrick Ta,Face Mask,Monthly,136.75,1.4,4302,100ml,Combination,Unisex,Spray,Glycerin,TRUE,France
Perfect Blush,Juvia’s Place,Eyeliner,Monthly,80.6,1.2,5539,100ml,Combination,Unisex,Compact,Retinol,FALSE,UK
Magic Lipstick,Drunk Elephant,Face Mask,Weekly,126.4,4.5,3371,150ml,Combination,Unisex,Stick,Glycerin,TRUE,USA
Super Powder,NARS,Blush,Weekly,13.26,3.8,234,150ml,Normal,Female,Compact,Hyaluronic Acid,TRUE,UK
Super Concealer,Huda Beauty,Exfoliator,Daily,118.99,4.9,2445,100ml,Oily,Male,Compact,Glycerin,TRUE,Japan
Magic Foundation,Morphe,Powder,Daily,87.98,4.5,3073,30ml,Normal,Female,Stick,Retinol,FALSE,South Korea
Magic Blush,Natasha Denona,CC Cream,Occasional,31.8,3.2,7804,30ml,Oily,Male,Spray,Salicylic Acid,TRUE,Germany
Magic Cleanser,Rare Beauty,Bronzer,Occasional,119.38,4.6,5265,150ml,Sensitive,Male,Bottle,Hyaluronic Acid,TRUE,UK
Super Lip Liner,Bourjois,Blush,Occasional,148.75,3.6,7668,100ml,Sensitive,Male,Spray,Glycerin,FALSE,UK
Super Powder,Clinique,Makeup Remover,Weekly,70.59,1.8,3420,250ml,Dry,Unisex,Compact,Hyaluronic Acid,TRUE,UK
Ultra CC Cream,Bobby Brown,Foundation,Occasional,110.77,4.9,8467,200ml,Combination,Unisex,Compact,Salicylic Acid,FALSE,France
Ultra Eye Shadow,Sisley,Serum,Monthly,139.4,3.2,611,150ml,Combination,Male,Spray,Aloe Vera,TRUE,France
Perfect Lipstick,Patrick Ta,Face Oil,Daily,122.25,1.5,4536,100ml,Combination,Male,Bottle,Salicylic Acid,TRUE,Germany
Ultra Bronzer,Rare Beauty,Lip Gloss,Daily,147.9,1.2,6039,200ml,Dry,Male,Compact,Shea Butter,TRUE,France
Ultra Lip Gloss,Natasha Denona,Eyeliner,Daily,35.27,4.6,1985,150ml,Combination,Female,Stick,Retinol,FALSE,USA
Perfect Setting Spray,NARS,Highlighter,Monthly,44.18,2.2,4907,250ml,Oily,Female,Stick,Glycerin,TRUE,USA
Super Lip Gloss,Becca,Highlighter,Daily,44.54,2.7,5581,100ml,Sensitive,Male,Spray,Salicylic Acid,FALSE,Germany
Perfect Cleanser,Tatcha,Face Mask,Weekly,84.72,4.1,4788,50ml,Oily,Unisex,Bottle,Hyaluronic Acid,FALSE,Australia
Perfect Cleanser,Make Up For Ever,Setting Spray,Daily,54.57,3.5,480,250ml,Normal,Male,Tube,Vitamin C,FALSE,Australia
Perfect Highlighter,Bourjois,Face Mask,Monthly,33.85,4.1,291,200ml,Dry,Unisex,Tube,Shea Butter,TRUE,Australia
Ultra Highlighter,Patrick Ta,Concealer,Daily,48.52,1.4,5770,30ml,Normal,Female,Stick,Hyaluronic Acid,FALSE,Germany
Perfect Concealer,E.l.f.,Primer,Monthly,40.15,2.9,4177,250ml,Oily,Unisex,Bottle,Salicylic Acid,FALSE,France
Divine Exfoliator,KVD Beauty,Primer,Occasional,48.07,3.9,405,50ml,Oily,Male,Jar,Shea Butter,FALSE,France
Perfect Exfoliator,Becca,Concealer,Monthly,52.98,1,8434,30ml,Oily,Male,Jar,Retinol,TRUE,South Korea
Ultra Primer,Too Faced,Mascara,Monthly,73.99,4.8,5896,250ml,Normal,Male,Stick,Shea Butter,FALSE,USA
Divine Mascara,Milk Makeup,Moisturizer,Daily,94.88,1.6,9357,200ml,Sensitive,Male,Tube,Salicylic Acid,TRUE,South Korea
Perfect Setting Spray,Glossier,Bronzer,Occasional,93.51,2.4,3886,100ml,Oily,Male,Tube,Retinol,FALSE,UK
Divine Eye Shadow,Bobby Brown,Lip Gloss,Weekly,15.53,4,3136,100ml,Combination,Male,Spray,Retinol,FALSE,Australia
Ultra Eye Shadow,Farsali,Cleanser,Monthly,46.88,4.1,5849,30ml,Oily,Unisex,Spray,Hyaluronic Acid,TRUE,South Korea
Super Makeup Remover,Sisley,Exfoliator,Occasional,31.11,4.5,3563,100ml,Normal,Female,Compact,Vitamin C,FALSE,Germany
Super Lip Liner,KVD Beauty,Primer,Daily,64.94,4.4,1999,200ml,Dry,Unisex,Bottle,Shea Butter,FALSE,South Korea
Perfect BB Cream,Charlotte Tilbury,Face Oil,Monthly,32.02,4.6,9683,150ml,Normal,Female,Compact,Hyaluronic Acid,TRUE,UK
Ultra Face Mask,Drunk Elephant,Bronzer,Daily,109.74,3.3,8687,150ml,Oily,Female,Stick,Salicylic Acid,TRUE,Japan
Divine Exfoliator,Bobby Brown,Blush,Weekly,54.47,3.9,1466,200ml,Normal,Female,Bottle,Salicylic Acid,FALSE,USA
Ultra Lipstick,Juvia’s Place,Contour,Monthly,62.9,1.4,4836,30ml,Oily,Unisex,Jar,Retinol,FALSE,Italy
Super Lip Gloss,Farsali,Setting Spray,Weekly,32.51,1.9,9005,100ml,Oily,Female,Stick,Salicylic Acid,TRUE,Australia
Ultra Setting Spray,Laura Mercier,Blush,Monthly,140.84,3.6,2353,200ml,Normal,Female,Jar,Vitamin C,FALSE,Italy
Perfect Concealer,Milk Makeup,CC Cream,Monthly,108.03,4.9,3171,150ml,Sensitive,Male,Compact,Retinol,TRUE,Australia
Super Makeup Remover,Juvia’s Place,Eyeliner,Monthly,130.45,1.2,1699,150ml,Normal,Female,Jar,Aloe Vera,FALSE,Germany
Super Powder,Becca,Eye Shadow,Occasional,115.33,2.6,1619,100ml,Combination,Male,Bottle,Aloe Vera,TRUE,USA
Ultra Contour,Sisley,Blush,Occasional,117.66,1.2,3499,250ml,Sensitive,Male,Compact,Shea Butter,FALSE,USA
Super Eye Shadow,Bite Beauty,Makeup Remover,Monthly,145.12,1.6,2926,100ml,Normal,Male,Compact,Shea Butter,TRUE,USA
Perfect Mascara,Juvia’s Place,Blush,Weekly,145.46,1.8,6777,50ml,Normal,Unisex,Stick,Glycerin,FALSE,Japan
Magic Lip Liner,Bobby Brown,Concealer,Weekly,69.01,4.2,7091,200ml,Combination,Unisex,Stick,Shea Butter,TRUE,France
Super Setting Spray,Tatcha,Exfoliator,Weekly,56.8,2,7032,150ml,Dry,Unisex,Jar,Salicylic Acid,FALSE,Australia
Ultra BB Cream,Fenty Beauty,Serum,Occasional,54.27,3,4210,50ml,Dry,Male,Spray,Aloe Vera,FALSE,UK
Super Exfoliator,Hourglass,Lip Gloss,Occasional,101.4,2.2,8503,30ml,Normal,Male,Bottle,Hyaluronic Acid,TRUE,Italy
Magic Cleanser,Charlotte Tilbury,Primer,Occasional,22.51,1.8,4407,200ml,Sensitive,Female,Spray,Aloe Vera,TRUE,Japan
Magic Eyeliner,Clinique,Blush,Occasional,81.08,2.7,8165,150ml,Combination,Male,Bottle,Vitamin C,TRUE,South Korea
Magic Lip Gloss,Ilia Beauty,Concealer,Weekly,37.75,1.4,9410,250ml,Combination,Male,Stick,Shea Butter,FALSE,Japan
Divine Contour,Glossier,Highlighter,Occasional,108.06,4.7,7090,200ml,Sensitive,Unisex,Jar,Glycerin,FALSE,Australia
Divine Foundation,Clinique,Cleanser,Weekly,47.63,1.5,1565,50ml,Combination,Female,Tube,Salicylic Acid,TRUE,UK
Perfect Lip Liner,Bobby Brown,Setting Spray,Occasional,103.22,2.7,4068,200ml,Dry,Female,Tube,Aloe Vera,TRUE,Australia
Divine Highlighter,Pat McGrath Labs,Blush,Weekly,36.71,4.8,6293,100ml,Oily,Female,Bottle,Shea Butter,TRUE,South Korea
Perfect BB Cream,Milk Makeup,BB Cream,Monthly,149.7,4.2,6765,250ml,Sensitive,Unisex,Compact,Vitamin C,TRUE,Australia
Magic Foundation,Too Faced,Concealer,Occasional,73.35,1.5,9046,50ml,Combination,Male,Bottle,Glycerin,TRUE,Australia
Super Foundation,IT Cosmetics,Foundation,Daily,140.17,2.9,7019,250ml,Sensitive,Unisex,Tube,Vitamin C,FALSE,Japan
Magic Powder,Milk Makeup,Exfoliator,Weekly,74.95,1.2,7127,30ml,Sensitive,Female,Jar,Aloe Vera,FALSE,South Korea
Magic Cleanser,Kylie Cosmetics,Makeup Remover,Monthly,73.89,3.8,5004,30ml,Sensitive,Unisex,Bottle,Retinol,FALSE,France
Super Blush,Danessa Myricks,Highlighter,Daily,121.83,1.8,1186,200ml,Oily,Male,Tube,Hyaluronic Acid,FALSE,Japan
Magic Mascara,Glossier,Lip Liner,Daily,131.97,2,1431,250ml,Sensitive,Female,Compact,Shea Butter,TRUE,Japan
Super BB Cream,NARS,BB Cream,Weekly,74.14,1.6,1564,100ml,Normal,Male,Compact,Hyaluronic Acid,FALSE,UK
Magic Cleanser,Danessa Myricks,Concealer,Monthly,88.35,4.7,2523,250ml,Normal,Male,Jar,Shea Butter,TRUE,USA
Ultra Lipstick,Becca,Primer,Monthly,37.5,1.1,5794,200ml,Sensitive,Female,Tube,Shea Butter,TRUE,South Korea
Perfect Face Mask,Hourglass,Mascara,Daily,147.32,1.2,5006,150ml,Normal,Unisex,Spray,Shea Butter,FALSE,Japan
Divine Foundation,Sisley,Highlighter,Occasional,80.06,2.9,2600,200ml,Sensitive,Male,Bottle,Hyaluronic Acid,FALSE,France
Ultra Bronzer,Becca,Concealer,Monthly,135.91,1.5,7926,200ml,Sensitive,Male,Jar,Aloe Vera,TRUE,Australia
Super Setting Spray,Huda Beauty,Lip Gloss,Occasional,75.16,3,2831,200ml,Normal,Unisex,Tube,Hyaluronic Acid,TRUE,Germany
Perfect Cleanser,Pat McGrath Labs,Highlighter,Weekly,143.1,3.6,753,30ml,Dry,Male,Bottle,Retinol,TRUE,Germany
Divine Makeup Remover,Laura Mercier,Makeup Remover,Monthly,146.88,4.4,3522,30ml,Oily,Female,Bottle,Vitamin C,FALSE,France
Magic Makeup Remover,Drunk Elephant,CC Cream,Monthly,117.6,3.8,460,50ml,Oily,Male,Compact,Retinol,FALSE,UK
Magic Contour,Hourglass,Cleanser,Weekly,119.08,4.9,7493,30ml,Combination,Unisex,Compact,Shea Butter,TRUE,Australia
Perfect Face Oil,NARS,Face Oil,Occasional,123.67,4.2,8028,30ml,Oily,Male,Tube,Vitamin C,FALSE,USA
Super BB Cream,RMS Beauty,Highlighter,Monthly,131,4.2,7920,250ml,Normal,Male,Stick,Aloe Vera,FALSE,Australia
Divine Exfoliator,Perricone MD,Highlighter,Daily,10.13,4.5,3889,150ml,Normal,Male,Jar,Shea Butter,FALSE,Germany
Perfect Contour,Milk Makeup,Lipstick,Occasional,10.22,1.7,3579,30ml,Oily,Male,Tube,Glycerin,TRUE,Japan
Divine Setting Spray,Becca,Eyeliner,Monthly,100.51,1.7,3061,150ml,Normal,Unisex,Tube,Aloe Vera,TRUE,France
Ultra Lip Liner,Sisley,Concealer,Occasional,34.53,2.7,1329,250ml,Dry,Male,Tube,Salicylic Acid,TRUE,Australia
Perfect Lip Liner,Anastasia Beverly Hills,Lip Gloss,Weekly,90.15,2.9,1370,50ml,Dry,Unisex,Stick,Retinol,FALSE,UK
Divine Highlighter,Pat McGrath Labs,BB Cream,Weekly,49.07,3.1,9169,50ml,Sensitive,Male,Tube,Salicylic Acid,FALSE,UK
Magic BB Cream,Bobby Brown,Mascara,Occasional,122.94,4.4,9308,200ml,Sensitive,Unisex,Bottle,Retinol,FALSE,Italy
Magic Concealer,Drunk Elephant,Moisturizer,Daily,51.45,1.2,9304,100ml,Combination,Female,Jar,Salicylic Acid,TRUE,Japan
Divine Foundation,Anastasia Beverly Hills,BB Cream,Weekly,70.9,3.5,7993,250ml,Normal,Unisex,Stick,Shea Butter,FALSE,Germany
Divine Highlighter,Patrick Ta,Eyeliner,Weekly,31.18,3.2,9175,50ml,Combination,Unisex,Stick,Aloe Vera,FALSE,USA
Divine BB Cream,Anastasia Beverly Hills,Face Mask,Weekly,87.14,1.5,1337,250ml,Sensitive,Unisex,Spray,Hyaluronic Acid,TRUE,Australia
Perfect CC Cream,Laura Mercier,Eye Shadow,Weekly,90.71,3.3,383,250ml,Oily,Female,Compact,Hyaluronic Acid,FALSE,France
Super Face Oil,Bite Beauty,Highlighter,Daily,72.32,2.3,4515,250ml,Sensitive,Male,Compact,Glycerin,FALSE,UK
Ultra Lip Liner,Patrick Ta,Face Mask,Monthly,133.78,3.9,6056,200ml,Sensitive,Female,Compact,Vitamin C,FALSE,USA
Perfect Lip Liner,ColourPop,Lipstick,Monthly,109.48,2.4,6509,150ml,Combination,Unisex,Bottle,Salicylic Acid,TRUE,France
Divine Exfoliator,Ilia Beauty,Makeup Remover,Monthly,95.74,1.3,5332,250ml,Oily,Unisex,Spray,Aloe Vera,TRUE,Italy
Ultra Serum,Bourjois,Serum,Daily,82.04,2.6,9237,100ml,Dry,Female,Jar,Hyaluronic Acid,FALSE,Japan
Magic Highlighter,Yves Saint Laurent,Eye Shadow,Occasional,13.27,4.8,9673,200ml,Sensitive,Male,Compact,Salicylic Acid,FALSE,Italy
Divine Highlighter,Perricone MD,Lip Gloss,Daily,75.43,3.4,407,150ml,Combination,Female,Spray,Retinol,TRUE,South Korea
Super CC Cream,Becca,Concealer,Daily,102.78,1.4,3070,50ml,Normal,Male,Jar,Retinol,TRUE,Japan
Perfect Mascara,Urban Decay,Cleanser,Weekly,84.99,1.1,1900,200ml,Oily,Female,Spray,Hyaluronic Acid,FALSE,Japan
Super BB Cream,E.l.f.,Highlighter,Occasional,35.41,3.9,8973,150ml,Sensitive,Male,Stick,Salicylic Acid,FALSE,France
Divine BB Cream,Morphe,Face Oil,Daily,95.04,4.7,6624,100ml,Combination,Unisex,Bottle,Retinol,FALSE,South Korea
Super Foundation,Danessa Myricks,Eye Shadow,Monthly,147.14,4.9,7463,30ml,Dry,Male,Spray,Vitamin C,FALSE,Italy
Ultra BB Cream,Kylie Cosmetics,Powder,Weekly,111.18,1.3,3328,50ml,Sensitive,Unisex,Spray,Salicylic Acid,FALSE,Germany
Perfect Blush,E.l.f.,Bronzer,Weekly,48.84,1.8,7934,30ml,Dry,Unisex,Tube,Shea Butter,FALSE,Italy
Magic Bronzer,Ilia Beauty,Serum,Occasional,104.4,1.5,3970,100ml,Dry,Female,Spray,Salicylic Acid,TRUE,Italy
Ultra Moisturizer,Bite Beauty,Concealer,Daily,32.08,3.2,329,50ml,Dry,Female,Tube,Glycerin,TRUE,USA
Perfect Primer,Perricone MD,Setting Spray,Occasional,76.4,1.6,9940,100ml,Oily,Female,Tube,Shea Butter,TRUE,South Korea
Ultra Foundation,RMS Beauty,Lip Liner,Monthly,100.42,4.6,7599,30ml,Dry,Unisex,Bottle,Retinol,TRUE,Japan
Divine Exfoliator,Patrick Ta,Cleanser,Weekly,114.86,1.9,7004,50ml,Sensitive,Unisex,Compact,Retinol,FALSE,USA
Magic Eyeliner,Glossier,Eye Shadow,Weekly,144.51,1.1,8348,200ml,Oily,Male,Stick,Glycerin,TRUE,Australia
Ultra Powder,Kylie Cosmetics,Lipstick,Monthly,38.87,2.8,4973,200ml,Sensitive,Male,Jar,Salicylic Acid,FALSE,Germany
Ultra Face Oil,Kiehl’s,Foundation,Monthly,56.95,1.6,9735,150ml,Combination,Male,Spray,Retinol,TRUE,France
Perfect Mascara,E.l.f.,CC Cream,Monthly,45.45,1.5,8429,100ml,Sensitive,Unisex,Bottle,Glycerin,TRUE,USA
Divine Face Oil,Tarte,Mascara,Monthly,142.37,5,6978,50ml,Oily,Female,Spray,Shea Butter,FALSE,Australia
Perfect Lip Liner,RMS Beauty,Lip Gloss,Daily,81.91,5,1194,200ml,Dry,Female,Bottle,Hyaluronic Acid,TRUE,France
Perfect Foundation,Pat McGrath Labs,Cleanser,Daily,132.15,3.8,6881,30ml,Dry,Female,Stick,Hyaluronic Acid,FALSE,UK
Ultra Concealer,Urban Decay,Primer,Occasional,65.83,2,8667,100ml,Dry,Male,Stick,Shea Butter,TRUE,Australia
Ultra Eye Shadow,Too Faced,Contour,Daily,49.84,4.1,3439,50ml,Oily,Female,Tube,Glycerin,TRUE,Japan
Ultra Powder,Clinique,Highlighter,Occasional,22.36,4,6652,30ml,Sensitive,Unisex,Tube,Shea Butter,FALSE,Japan
Magic Eye Shadow,Kylie Cosmetics,Exfoliator,Daily,139.84,2.3,7145,30ml,Normal,Unisex,Stick,Aloe Vera,TRUE,Germany
Perfect Setting Spray,Bourjois,Lipstick,Daily,133.39,1.3,6334,30ml,Normal,Unisex,Tube,Glycerin,FALSE,USA
Perfect Concealer,KVD Beauty,Lip Liner,Weekly,96.76,1.8,7774,150ml,Oily,Unisex,Jar,Vitamin C,FALSE,USA
Divine CC Cream,Natasha Denona,Contour,Daily,39.64,2.9,1577,200ml,Dry,Male,Stick,Vitamin C,TRUE,France
Divine Highlighter,Fenty Beauty,Mascara,Daily,81.64,3.5,3445,150ml,Sensitive,Unisex,Tube,Glycerin,TRUE,South Korea
Perfect Bronzer,Natasha Denona,Concealer,Weekly,98.82,1.4,100,200ml,Normal,Unisex,Stick,Aloe Vera,FALSE,France
Divine Face Oil,Perricone MD,Lip Gloss,Occasional,62.3,1.5,7906,100ml,Normal,Unisex,Spray,Salicylic Acid,FALSE,South Korea
Super CC Cream,Urban Decay,Lip Gloss,Daily,146.36,3.6,1816,100ml,Sensitive,Male,Tube,Shea Butter,FALSE,South Korea
Super Concealer,Rare Beauty,BB Cream,Monthly,122.38,1.1,4916,250ml,Sensitive,Female,Bottle,Glycerin,TRUE,USA
Perfect Highlighter,Urban Decay,Eyeliner,Weekly,120.46,1,5280,200ml,Dry,Unisex,Compact,Shea Butter,TRUE,USA
Perfect Makeup Remover,Natasha Denona,Blush,Monthly,141.06,1.9,4076,50ml,Oily,Male,Tube,Vitamin C,TRUE,UK
Divine Face Oil,Patrick Ta,Powder,Monthly,72.61,1.3,9686,150ml,Oily,Unisex,Tube,Aloe Vera,FALSE,France
Divine Serum,Juvia’s Place,Foundation,Weekly,120.04,4.5,2678,100ml,Sensitive,Male,Tube,Vitamin C,TRUE,Japan
Divine Contour,Ilia Beauty,Face Oil,Weekly,89.74,4.4,5645,250ml,Dry,Male,Compact,Glycerin,TRUE,USA
Ultra BB Cream,Sisley,Eye Shadow,Monthly,33.41,1.4,4349,200ml,Dry,Female,Stick,Retinol,FALSE,South Korea
Magic Face Oil,Clinique,Eyeliner,Daily,99.52,2.7,3050,30ml,Normal,Male,Jar,Aloe Vera,TRUE,Australia
Ultra Moisturizer,Becca,Highlighter,Monthly,125.99,4.3,9126,250ml,Sensitive,Unisex,Bottle,Shea Butter,TRUE,Australia
Divine Powder,Anastasia Beverly Hills,CC Cream,Monthly,30.42,1.6,5505,150ml,Combination,Unisex,Bottle,Glycerin,FALSE,Australia
Magic Eye Shadow,Sisley,Setting Spray,Daily,33.39,1.9,4590,100ml,Oily,Male,Tube,Retinol,FALSE,South Korea
Super Primer,Laura Mercier,Primer,Weekly,127.3,2.5,1645,150ml,Combination,Female,Compact,Hyaluronic Acid,FALSE,South Korea
Divine Powder,Charlotte Tilbury,Face Mask,Weekly,148,3,291,150ml,Oily,Female,Compact,Vitamin C,FALSE,Germany
Divine Eyeliner,Rare Beauty,Primer,Monthly,92.53,3.6,4498,50ml,Sensitive,Female,Bottle,Salicylic Acid,TRUE,Italy
Divine Blush,NARS,Concealer,Weekly,99.52,1.7,8384,150ml,Sensitive,Unisex,Stick,Retinol,TRUE,Italy
Divine Mascara,KVD Beauty,Eyeliner,Daily,19.31,4.8,6617,150ml,Combination,Male,Jar,Shea Butter,FALSE,Australia
Perfect Makeup Remover,Drunk Elephant,Concealer,Monthly,35.54,2.3,7918,250ml,Dry,Female,Bottle,Glycerin,TRUE,France
Perfect Lip Gloss,Glossier,Eye Shadow,Occasional,100.13,4,1856,30ml,Normal,Female,Stick,Hyaluronic Acid,FALSE,Germany
Divine Exfoliator,Farsali,Face Oil,Occasional,106.17,4.5,5129,30ml,Sensitive,Unisex,Tube,Hyaluronic Acid,FALSE,Germany
Divine Mascara,Charlotte Tilbury,Concealer,Monthly,92.85,4.5,7441,250ml,Combination,Male,Bottle,Glycerin,TRUE,Germany
Perfect Face Oil,Fenty Beauty,Exfoliator,Weekly,65.68,2.3,8146,100ml,Dry,Female,Spray,Retinol,FALSE,USA
Super CC Cream,Milk Makeup,Face Oil,Occasional,139.1,1.7,3512,50ml,Combination,Unisex,Bottle,Glycerin,TRUE,Germany
Super Concealer,Bobby Brown,Moisturizer,Monthly,60.97,3.7,7090,100ml,Combination,Unisex,Tube,Vitamin C,TRUE,USA
Perfect Lip Liner,Laura Mercier,Eye Shadow,Occasional,130.07,1.9,4783,30ml,Oily,Unisex,Stick,Shea Butter,FALSE,Australia
Magic Serum,Charlotte Tilbury,Setting Spray,Occasional,134.09,3.6,9683,250ml,Normal,Unisex,Tube,Retinol,TRUE,UK
Magic Mascara,Anastasia Beverly Hills,BB Cream,Occasional,128.16,1.2,8947,100ml,Normal,Unisex,Bottle,Salicylic Acid,FALSE,Italy
Magic Moisturizer,Patrick Ta,Mascara,Daily,63.81,5,4037,150ml,Combination,Male,Bottle,Retinol,TRUE,Australia
Super Lip Liner,Yves Saint Laurent,Concealer,Weekly,51.38,2.1,9388,250ml,Sensitive,Male,Stick,Hyaluronic Acid,FALSE,USA
Perfect Moisturizer,Natasha Denona,Face Oil,Daily,129.21,4.8,8709,30ml,Combination,Unisex,Jar,Salicylic Acid,FALSE,UK
Super Mascara,Glossier,Exfoliator,Occasional,107.15,2,1699,200ml,Normal,Unisex,Compact,Hyaluronic Acid,FALSE,Australia
Magic BB Cream,Patrick Ta,Face Mask,Weekly,136.22,4.9,3515,150ml,Oily,Male,Jar,Retinol,TRUE,USA
Divine Lip Liner,Pat McGrath Labs,Cleanser,Monthly,148.44,3.6,813,200ml,Sensitive,Female,Tube,Aloe Vera,FALSE,Japan
Perfect Bronzer,Danessa Myricks,Setting Spray,Monthly,102.1,3,8102,50ml,Normal,Unisex,Stick,Glycerin,TRUE,Japan
Ultra Eye Shadow,Too Faced,Serum,Monthly,36.5,1.7,5207,200ml,Combination,Unisex,Stick,Salicylic Acid,FALSE,USA
Super Eye Shadow,Clinique,Lip Gloss,Occasional,93.26,3.3,6266,150ml,Oily,Male,Stick,Hyaluronic Acid,FALSE,Italy
Ultra Concealer,Hourglass,Cleanser,Monthly,67.16,3.8,1973,250ml,Dry,Unisex,Jar,Aloe Vera,FALSE,Australia
Ultra Lip Liner,KVD Beauty,Lipstick,Occasional,57.51,2.6,1067,30ml,Dry,Female,Jar,Aloe Vera,TRUE,USA
Divine Serum,E.l.f.,Makeup Remover,Occasional,12.66,1.8,1857,50ml,Normal,Unisex,Compact,Vitamin C,TRUE,France
Ultra Foundation,Kylie Cosmetics,BB Cream,Weekly,108.31,4.9,335,150ml,Combination,Female,Compact,Shea Butter,TRUE,Japan
Ultra Face Oil,Anastasia Beverly Hills,Concealer,Occasional,93.73,3.7,2839,150ml,Normal,Female,Tube,Shea Butter,TRUE,Japan
Perfect Primer,Clinique,Bronzer,Monthly,46.65,4.7,5460,50ml,Combination,Male,Compact,Vitamin C,TRUE,UK
Perfect Setting Spray,Natasha Denona,Cleanser,Monthly,60.61,3.7,779,250ml,Oily,Female,Stick,Retinol,TRUE,USA
Divine Moisturizer,KVD Beauty,Bronzer,Occasional,16.85,3.1,4669,250ml,Sensitive,Female,Spray,Glycerin,FALSE,Australia
Super Face Mask,Rare Beauty,CC Cream,Monthly,17.01,2.9,7265,150ml,Combination,Female,Bottle,Aloe Vera,TRUE,South Korea
Super Eyeliner,Perricone MD,Blush,Weekly,145.58,1.1,8477,200ml,Combination,Female,Compact,Vitamin C,TRUE,USA
Super Exfoliator,Becca,Contour,Occasional,68.32,4.6,8174,150ml,Oily,Female,Bottle,Aloe Vera,TRUE,Germany
Perfect Eye Shadow,Kiehl’s,Serum,Occasional,45.31,3.9,6014,200ml,Oily,Unisex,Bottle,Vitamin C,TRUE,UK
Ultra Foundation,Sisley,Concealer,Weekly,14,4.3,5746,250ml,Normal,Female,Bottle,Shea Butter,TRUE,USA
Magic Contour,Bobby Brown,Powder,Weekly,27.25,4.2,116,200ml,Normal,Unisex,Stick,Hyaluronic Acid,TRUE,Italy
Perfect Makeup Remover,E.l.f.,Eyeliner,Weekly,27.51,2.4,9926,50ml,Oily,Male,Spray,Vitamin C,FALSE,France
Super Mascara,Rare Beauty,Lip Gloss,Occasional,36.57,1.7,324,250ml,Normal,Unisex,Tube,Glycerin,TRUE,Italy
Super Bronzer,Fenty Beauty,Powder,Daily,73.34,2.2,6894,50ml,Combination,Female,Spray,Salicylic Acid,FALSE,UK
Divine Face Mask,Sisley,Exfoliator,Monthly,93.67,4.5,2181,30ml,Oily,Male,Bottle,Glycerin,TRUE,France
Divine Foundation,E.l.f.,Lipstick,Daily,136.41,3.8,2830,250ml,Dry,Female,Spray,Shea Butter,TRUE,Japan
Perfect Cleanser,Too Faced,Eyeliner,Occasional,108.28,4.6,4360,150ml,Oily,Male,Compact,Glycerin,TRUE,South Korea
Divine Primer,Huda Beauty,BB Cream,Occasional,124.78,1.2,9232,150ml,Dry,Male,Tube,Hyaluronic Acid,FALSE,Australia
Magic Lip Liner,Too Faced,Bronzer,Daily,113.85,3,8848,150ml,Combination,Unisex,Stick,Salicylic Acid,FALSE,Australia
Ultra Lipstick,Sisley,Lip Gloss,Monthly,102.21,3,7626,150ml,Dry,Female,Tube,Shea Butter,TRUE,Japan
Divine CC Cream,Becca,Serum,Monthly,104.91,2.1,4205,30ml,Combination,Unisex,Bottle,Glycerin,FALSE,Australia
Divine BB Cream,Farsali,Concealer,Occasional,111.5,3.7,8570,50ml,Oily,Male,Stick,Glycerin,FALSE,Australia
Divine Eye Shadow,Charlotte Tilbury,Eyeliner,Occasional,20.11,2.7,6714,50ml,Dry,Male,Spray,Retinol,FALSE,Italy
Super Highlighter,Charlotte Tilbury,CC Cream,Daily,15.23,2.6,5437,250ml,Combination,Male,Spray,Shea Butter,FALSE,USA
Super Lipstick,Anastasia Beverly Hills,Eyeliner,Monthly,62.5,3.2,7145,200ml,Dry,Female,Jar,Salicylic Acid,FALSE,South Korea
Divine Powder,Glossier,Serum,Daily,40.7,2.2,1151,50ml,Dry,Male,Compact,Aloe Vera,TRUE,France
Super Lip Liner,Hourglass,Eye Shadow,Occasional,127.13,4.7,2799,50ml,Dry,Unisex,Spray,Glycerin,TRUE,USA
